date_of_birth,nationality,gender,ethnic_group,occupation,academic_degree,id,label,quotation
1963,['United Kingdom'],['female'],,"['basketball player', 'basketball coach']",,Q14623534,urjit patel,3
1963,['United Kingdom'],['male'],,"['basketball player', 'basketball coach']",,Q28123896,patrick njoroge,11
1963,['United Kingdom'],['male'],,['basketball player'],,Q30061296,ernest addison,3
1963,['United Kingdom'],['male'],,['engineer'],,Q4717327,alex kruger,18
1963,['United Kingdom'],['male'],,['lawyer'],,Q3616551,andy lane,4
1963,['United Kingdom'],['male'],,"['politician', 'lawyer']",,Q20714062,stewart lines,5
1963,['United Kingdom'],['male'],,['military officer'],,Q5131166,clem chambers,31
1963,['Wales'],['female'],,"['association football manager', 'association football player', 'diplomat']",,Q9309080,pan gongsheng,17
1963,['Ireland'],['male'],,"['film director', 'lyricist', 'songwriter', 'screenwriter']",,Q74746,elvira nabiullina,4
1963,['United States of America'],['male'],,"['entrepreneur', 'engineer', 'businessperson', 'computer scientist']",,Q324370,robert herjavec,7
1963,['United States of America'],['male'],,['cricketer'],,Q368328,bruce schneier,5
1963,['United States of America'],['male'],,['cricketer'],,Q6176322,jeffrey tucker,17
1963,['Denmark'],['male'],,['basketball player'],,Q7803241,tim buckley,3
1963,['New Zealand'],['male'],,"['actor', 'film actor', 'television actor']",,Q463557,rand paul,6
1963,"['Bangladesh', 'Pakistan']",['male'],,['journalist'],,Q512741,peter schiff,140
1963,['France'],['male'],,['hurler'],,Q12323908,lars seier christensen,10
1963,['United Kingdom'],['male'],,['golfer'],,Q981496,raghuram rajan,5
1963,['United Kingdom'],['male'],,['political scientist'],,Q15122252,urkhao gwra brahma,3
1963,['United Kingdom'],['female'],,['American football player'],,Q305177,jen-hsun huang,9
1964,['Canada'],['male'],,['restaurateur'],,Q5643538,halsey minor,17
1964,['Bermuda'],['female'],,['basketball player'],,Q970499,lionel laurent,7
1964,['United States of America'],['male'],,['politician'],,Q377638,niall ferguson,9
1964,['United States of America'],['male'],,['cricketer'],,Q7149811,paul cherry,4
1964,['United States of America'],['male'],,"['artist', 'university teacher', 'painter', 'sculptor']",,Q345249,charles stross,41
1964,['United States of America'],['male'],,['politician'],,Q1137062,jack ma,11
1964,['United States of America'],['male'],,['basketball player'],,Q1900193,mark lamb,10
1964,['United States of America'],['male'],,['entrepreneur'],,Q25189455,joseph lubin,99
1964,['United States of America'],['male'],,['painter'],,Q1676286,alexander liegl,12
1964,['United States of America'],['male'],,['researcher'],,Q12729000,george popescu,6
1964,['United States of America'],['female'],,['athlete'],,Q377538,bill browder,3
1964,['Australia'],['male'],,['actor'],,Q463877,melinda gates,3
1964,['Australia'],['male'],,['physician'],,Q50137338,robert c. jackson,3
1964,"['India', 'Canada']",['male'],,['cricketer'],,Q11310708,john l. williams,6
1964,['Israel'],['male'],,"['presenter', 'celebrity', 'television presenter']",,Q5605757,greg ip,3
1964,['Hong Kong'],['male'],,['lecturer'],,Q6833106,michael novogratz,76
1964,['United Kingdom'],['male'],,['physician'],,Q212886,stephen colbert,3
1964,['Scotland'],['male'],,['cartoonist'],,Q7175213,peter kirby,6
1964,['United States of America'],['male'],,['American football player'],,Q21063335,ranjit patil,3
1964,['United States of America'],['male'],,"['lawyer', 'official']",,Q173381,tony fernandes,3
1964,['United States of America'],['female'],,['alpine skier'],,Q17708813,johari abdul ghani,3
1965,['United States of America'],['male'],,['baseball player'],,Q4885340,ben broadbent,3
1965,['United States of America'],['male'],,"['economist', 'researcher']",,Q4760483,andy byford,6
1965,['New Zealand'],['male'],,['lawyer'],,Q7490880,shaun hollamby,13
1965,['Taiwan'],['male'],,['association football player'],,Q28810360,doug barrowman,9
1965,['France'],['male'],,['actor'],,Q6769759,mark smalley,4
1965,['United Kingdom'],['male'],,"['Formula One driver', 'journalist']",,Q192533,mark carney,32
1965,['United Kingdom'],['male'],,['association football player'],,Q298913,michael e. brown,5
1965,['United Kingdom'],['male'],,['swimmer'],,Q11994873,patrick byrne,54
1965,['Canada'],['male'],,"['activist', 'entrepreneur', 'venture capitalist', 'blogger']",,Q7356240,rod j. rosenstein,71
1965,['United States of America'],['male'],,"['journalist', 'non-fiction writer', 'university teacher']",,Q1398367,alex winter,11
1965,['United States of America'],['male'],,"['financier', 'businessperson', 'hedge fund manager']",,Q986211,gurmit singh,3
1965,['United States of America'],['male'],,['model'],,Q6408870,kim jho kwang-soo,3
1966,['United States of America'],['male'],,"['television presenter', 'news presenter', 'journalist']",,Q16972222,gavin andresen,60
1966,['United States of America'],['male'],,['Australian rules football player'],,Q55583778,jeffrey currie,4
1966,['Sweden'],['male'],,['politician'],,Q7373210,roy niederhoffer,7
1966,['Denmark'],['male'],,['rugby league player'],,Q3132641,henry blodget,7
1966,['New Zealand'],['male'],,['chess player'],,Q2403733,matt neal,26
1966,['India'],['male'],,['Australian rules football player'],,Q171553,mark blundell,7
1966,['United Kingdom'],['male'],,['rabbi'],,Q5534321,geoff smith,4
1966,['United Kingdom'],['male'],,"['musician', 'singer', 'composer']",,Q15968449,jez san,6
1966,['United Kingdom'],['male'],,['photographer'],,Q937697,stefan molyneux,3
1966,['Germany'],['female'],,['association football player'],,Q181,jimmy wales,6
1966,['Ireland'],['male'],,['association football player'],,Q934616,joi ito,15
1966,['United States of America'],['male'],,['cricketer'],,Q6968678,nate lewis,6
1966,['United States of America'],['male'],,['lacrosse player'],,Q7996748,whitney tilson,5
1966,['United States of America'],['male'],,"['comedian', 'film producer', 'writer', 'voice actor', 'screenwriter', 'character actor', 'film actor', 'television actor', 'television producer']",,Q4885859,ben horowitz,3
1966,['United States of America'],['male'],,['head coach'],,Q92829,mark russinovich,11
1966,['United States of America'],['male'],,"['composer', 'lyricist', 'songwriter', 'screenwriter', 'television producer']",,Q5084663,charlie chan,4
1966,['India'],['male'],,"['association football player', 'association football manager']",,Q5386011,eric altamirano,24
1966,['India'],['male'],,"['television presenter', 'comedian', 'television actor', 'screenwriter', 'film actor', 'voice actor', 'film producer', 'television producer']",,Q23303083,harry roque,4
1967,['Malaysia'],['male'],,"['actor', 'film director', 'screenwriter', 'singer', 'audio engineer', 'conductor', 'composer']",,Q27532649,ilya spivak,3
1967,['Nigeria'],['male'],,['athletics competitor'],,Q6274473,jonathan solomon,3
1967,['United Kingdom'],['male'],,['cricketer'],,Q5562297,gillian tett,5
1967,['United Kingdom'],['male'],,['film director'],,Q745729,jason plato,7
1967,['Canada'],['male'],,['chess player'],,Q4760755,andy haldane,3
1967,['United States of America'],['male'],,['painter'],,Q510789,xu fan,4
1967,['United States of America'],['male'],,['association football player'],,Q5229464,dave newsham,10
1967,['United States of America'],['female'],,['politician'],,Q631864,klaas knot,3
1967,['United States of America'],['male'],,['ice hockey player'],,Q687428,maria bartiromo,4
1967,['United States of America'],['male'],,['politician'],,Q211098,reid hoffman,3
1967,['United States of America'],['male'],,"['politician', 'television producer']",,Q600181,chuck evans,9
1967,['United States of America'],['male'],,"['television actor', 'television producer']",,Q2718421,joe rogan,3
1967,['India'],['male'],,['sport cyclist'],,Q1235731,mick mulvaney,6
1967,['Pakistan'],['male'],,['business executive'],,Q5229111,dave kleiman,6
1967,"['United Kingdom', 'Greece']",['male'],,['fiddler'],,Q933917,rickard rydell,4
1967,['United Kingdom'],['male'],,"['writer', 'journalist']",,Q4910865,bill shorten,4
1968,['Canada'],['male'],,['boxer'],,Q40063430,michael a. mccarthy,5
1968,['Germany'],['male'],,"['businessperson', 'industrialist']",,Q5593100,graham nelson,4
1968,['United States of America'],['male'],,['Australian rules football player'],,Q7340037,rob collard,18
1968,['United States of America'],['male'],,"['painter', 'illustrator']",,Q7929810,viktor radchenko,4
1968,['United States of America'],['male'],,"['stage actor', 'film actor', 'television actor']",,Q693829,jens weidmann,6
1968,['United States of America'],['male'],,['comics artist'],,Q7239755,preet bharara,10
1968,['United States of America'],['male'],,"['politician', 'councillor', 'teacher']",,Q16199547,stacy herbert,3
1968,['United States of America'],['male'],,['association football player'],,Q1978446,philip rosedale,7
1968,['Sweden'],['male'],,"['entrepreneur', 'chief executive officer', 'engineer', 'businessperson', 'politician']",,Q15441200,james altucher,21
1968,['Australia'],['male'],,['musician'],,Q4962064,brett arends,4
1968,['United Kingdom'],['male'],,"['worker', 'criminal']",,Q52440,ll cool j,44
1968,['United Kingdom'],['male'],,"['actor', 'television actor', 'film actor']",,Q16596374,cecilia skingsley,5
1968,['United Kingdom'],['male'],,"['writer', 'entrepreneur', 'inventor']",,Q5800196,claes hemberg,4
1968,['United Kingdom'],['male'],,"['businessperson', 'investor']",,Q6289838,joshua gans,4
1968,['Canada'],['male'],,"['politician', 'American football player']",,Q624109,lee jae-yong,3
1968,['Canada'],['male'],,"['saxophonist', 'jazz musician']",,Q555253,juan miguel zubiri,21
1969,['United States of America'],['male'],,['association football player'],,Q6174284,jeff koyen,13
1969,['United States of America'],['male'],,['economist'],,Q535169,benoît cœuré,8
1969,['United States of America'],['male'],,['painter'],,Q993472,bruno le maire,20
1969,['United States of America'],['male'],,['journalist'],,Q29534063,dominic frisby,12
1969,"['India', 'United States of America']",['male'],,"['entrepreneur', 'businessperson']",,Q5314318,duncan coutts,3
1969,"['United Kingdom', 'Wales']",['female'],,['university teacher'],,Q525531,blythe masters,12
1969,['United Kingdom'],['male'],,['cricketer'],,Q18207172,lisa su,3
1969,['United Kingdom'],['male'],,"['actor', 'film actor', 'television actor']",,Q17003309,adena friedman,4
1969,['United Kingdom'],['male'],,['chess player'],,Q7522051,sinclair skinner,8
1969,['United Kingdom'],['male'],,['psychologist'],,Q3806267,jake adelstein,3
1969,"['England', 'United States of America', 'United Kingdom']",['male'],,['actor'],,Q2481000,ben mezrich,3
1969,['Ireland'],['male'],,"['businessperson', 'politician']",,Q6790538,matthew whitaker,11
1969,['Kingdom of the Netherlands'],['male'],,['businessperson'],,Q6451048,kyle bass,4
1969,"['United States of America', 'Soviet Union']",['male'],,"['geologist', 'geophysicist']",,Q5236094,david koepsell,3
1969,['United States of America'],['male'],,"['drummer', 'musician']",,Q7344265,robert farquharson,3
1969,['United States of America'],['male'],,"['politician', 'nurse']",,Q6750645,manmeet singh,3
1969,['United States of America'],['male'],,['badminton player'],,Q5765114,himanta biswa sarma,11
1969,['United States of America'],['female'],,['badminton player'],,Q5638808,hagrama mohilary,42
1970,['Australia'],['male'],,['equestrian'],,Q7610427,stephen ryan,3
1970,['Argentina'],['male'],,['harpist'],,Q4757731,andrew left,20
1970,['Argentina'],['female'],,"['entrepreneur', 'model', 'politician']",,Q17180762,peter mallouk,3
1970,['United Kingdom'],['male'],,"['politician', 'environmentalist']",,Q6173345,jeff berwick,3
1970,['United Kingdom'],['male'],,['colorist'],,Q22692055,nils goldschmidt,4
1970,['Russia'],['male'],,"['disc jockey', 'record producer', 'film producer', 'rapper']",,Q4888951,benjamin lawsky,6
1970,['United States of America'],['male'],,"['computer scientist', 'entrepreneur', 'inventor', 'blogger', 'programmer', 'software engineer', 'investor', 'engineer']",,Q16247216,malcolm casselle,4
1970,['United States of America'],['male'],,['politician'],,Q9179274,brian hoffman,13
1970,['United States of America'],['male'],,"['association football player', 'association football manager']",,Q982088,michael arrington,13
1970,['United States of America'],['male'],,"['association football player', 'association football manager']",,Q24458117,warren davidson,6
1970,['United States of America'],['male'],,"['stand-up comedian', 'actor', 'screenwriter', 'singer', 'dancer', 'voice actor', 'comedian']",,Q17102180,miro weinberger,3
1970,['United States of America'],['male'],,"['politician', 'hotel manager']",,Q21686827,craig steven wright,17311
1971,['India'],['male'],,['athlete'],,Q28968005,sigal mandelker,4
1971,['Venezuela'],['male'],,['businessperson'],,Q6403113,khurram khan,3
1971,['South Korea'],['male'],,['association football player'],,Q11813539,patrick schmid,3
1971,['Zimbabwe'],['male'],,['golfer'],,Q40284708,thomas s. price,5
1971,['United Kingdom'],['male'],,"['cook', 'chef']",,Q6837165,michelle mone,24
1971,['Canada'],['male'],,['jockey'],,Q749687,brandon lewis,5
1971,['United States of America'],['male'],,['politician'],,Q6491499,lars haltbrekken,3
1971,['United States of America'],['female'],,"['drawer', 'artist', 'comics artist', 'university teacher']",,Q57630,valdis dombrovskis,15
1971,['United States of America'],['male'],,"['artist', 'video artist', 'installation artist', 'filmmaker', 'editor', 'writer', 'film director']",,Q317521,elon musk,48
1971,['United States of America'],['male'],,"['television producer', 'film actor', 'television actor', 'LGBTIQ+ rights activist', 'film producer']",,Q484523,jared leto,3
1971,['United States of America'],['male'],,['American football player'],,Q357856,c. s. lee,358
1971,['Australia'],['male'],,['journalist'],,Q6181059,jeremy allaire,56
1971,['Australia'],['male'],,['journalist'],,Q4953945,brad garlinghouse,209
1971,['Australia'],['male'],,"['voice actor', 'actor']",,Q764039,paul rosenberg,3
1971,['Australia'],['male'],,"['film producer', 'television producer', 'screenwriter']",,Q62882,marc andreessen,25
1971,['Australia'],['male'],,['film producer'],,Q20810483,mike belshe,35
1971,['Argentina'],['male'],,"['motorcycle sport', 'motorcycle racer']",,Q627098,mike lee,21
1971,['India'],['male'],,['coach'],,Q107769,luke wilson,6
1971,['Malaysia'],['male'],,"['association football player', 'association football manager']",,Q4082868,serguei beloussov,3
1971,['Zimbabwe'],['male'],,"['politician', 'programmer', 'writer', 'blogger', 'businessperson']",,Q360,julian assange,17
1971,"['United Kingdom', 'Wales']",['male'],,['journalist'],,Q16213600,craig laundy,4
1971,['United Kingdom'],['male'],,['politician'],,Q16728337,biswajit daimary,6
1972,['Canada'],['male'],,['stage actor'],,Q18352176,andreas antonopoulos,10217
1972,['Germany'],['male'],,['saxophonist'],,Q5623791,gwyn jones,3
1972,['South Africa'],['male'],,['cricketer'],,Q714848,john light,3
1972,['United States of America'],['male'],,"['singer', 'songwriter']",,Q4890165,benoît laliberté,7
1972,['United States of America'],['transgender female'],,['ice hockey player'],,Q915656,ivo georgiev,3
1972,['United States of America'],['female'],,"['programmer', 'engineer', 'computer scientist']",,Q6755985,marc van der chijs,5
1972,['United States of America'],['male'],,['American football player'],,Q5241379,david young,4
1972,['Australia'],['male'],,['composer'],,Q4964382,brian krebs,13
1972,['Australia'],['male'],,"['businessperson', 'television presenter', 'philanthropist', 'politician']",,Q5442323,felix salmon,7
1972,['Israel'],['male'],,['politician'],,Q1365958,mike mcglone,55
1972,['United Kingdom'],['male'],,['artist'],,Q3503829,sundar pichai,6
1972,['United Kingdom'],['male'],,"['politician', 'poker player']",,Q6201036,jimmy patronis,4
1972,['United Kingdom'],['male'],,"['Australian rules football player', 'American football player']",,Q443624,rickard falkvinge,6
1972,"[""People's Republic of China""]",['male'],,"['economist', 'writer']",,Q6831813,michael keenan,3
1972,['Canada'],['male'],,"['politician', 'trade unionist']",,Q6123553,jaijit bhattacharya,5
1973,['Kingdom of the Netherlands'],['male'],,['musician'],,Q16214630,yat siu,3
1973,['United States of America'],['male'],,"['filmmaker', 'animator']",,Q5230497,david a. marcus,19
1973,['United States of America'],['male'],,"['journalist', 'television presenter']",,Q445419,andy priaulx,13
1973,['United States of America'],['male'],,['poet'],,Q5228517,dave chapman,21
1973,['United States of America'],['male'],,"['writer', 'editor', 'fantasy author']",,Q18128100,simon belcher,17
1973,['Australia'],['male'],,['baseball player'],,Q92764,sergey brin,6
1973,['Australia'],['male'],,['athletics competitor'],,Q7283630,rahul sood,6
1973,['Venezuela'],['male'],,"['American football player', 'Canadian football player']",,Q7609972,stephen mcnamara,4
1973,['France'],['male'],,"['film director', 'radio personality', 'film producer', 'writer', 'conspiracy theorist', 'YouTuber', 'podcaster']",,Q5516035,gabriella coleman,3
1973,['United Kingdom'],['male'],,['American football player'],,Q2752667,john mackey,21
1973,['United Kingdom'],['male'],,['amateur wrestler'],,Q16214490,marcus lemonis,4
1973,['Canada'],['male'],,"['journalist', 'sports commentator']",,Q93016,brian behlendorf,15
1973,['Canada'],['male'],,['basketball player'],,Q21062238,curtis yarvin,3
1973,['Canada'],['male'],,"['engineer', 'racing automobile driver']",,Q43071645,steven g. johnson,4
1973,['Bulgaria'],['female'],,['rugby union player'],,Q1287635,neel kashkari,11
1973,['Ireland'],['male'],,['entrepreneur'],,Q786003,michael ealy,4
1973,"['United States of America', 'Saint Kitts and Nevis']",['male'],,"['voice actor', 'actor']",,Q1509932,antanas guoga,21
1973,['United States of America'],['male'],,['cricketer'],,Q21066760,shakil khan,4
1974,['United States of America'],['male'],,['athlete'],,Q7027318,nick holland,3
1974,['United Kingdom'],"['non-binary', 'genderqueer']",,['boxer'],,Q938224,joseph muscat,4
1974,['Canada'],['male'],,['basketball player'],,Q51665553,matthew prince,5
1974,['Canada'],['male'],,"['racing driver', 'businessperson']",,Q19893755,oliver luckett,3
1974,['South Africa'],['male'],,['politician'],,Q4798421,arthur davis,3
1974,['United States of America'],['male'],,"['economist', 'non-fiction writer', 'university teacher']",,Q4716845,alex compton,6
1974,['United States of America'],['female'],,"['film director', 'screenwriter']",,Q5335095,ed lopez,3
1974,['United States of America'],['male'],,['sprinter'],,Q60543,kim dotcom,22
1974,['United States of America'],['male'],,['film actor'],,Q7340581,rob stokes,3
1974,['United States of America'],['male'],,['Australian rules football player'],,Q7982301,wences casares,52
1975,['Denmark'],['male'],,['computer scientist'],,Q27637449,niklas nikolajsen,21
1975,['Australia'],['male'],,['rugby union player'],,Q50345045,ran neu-ner,16
1975,['Australia'],['female'],,['columnist'],,Q5024354,calvin cheng,4
1975,['United Kingdom'],['male'],,['hurler'],,Q7285320,raj kundra,5
1975,['United Kingdom'],['male'],,"['businessperson', 'venture capitalist', 'engineer']",,Q1880616,mark mclaughlin,3
1975,['Brazil'],['female'],,"['actor', 'television actor']",,Q12524653,wisnu wardhana,4
1975,['Hungary'],['male'],,['American football player'],,Q12333597,robert dykes,5
1975,['United States of America'],['male'],,"['actor', 'television actor']",,Q4679399,adam levin,3
1975,['United States of America'],['male'],,['chess player'],,Q28449997,jed mccaleb,16
1975,['United States of America'],['male'],,['mixed martial artist'],,Q318489,bram cohen,30
1975,['United States of America'],['male'],,['Australian rules football player'],,Q935734,jared polis,5
1975,['United States of America'],['male'],,['Australian rules football player'],,Q2057809,patrick mchenry,13
1975,['Sweden'],['male'],,['chef'],,Q93014,max levchin,5
1975,['Liechtenstein'],['male'],,['financial adviser'],,Q80805,dj khaled,3
1975,['Lithuania'],['female'],,['politician'],,Q6060,50 cent,186
1976,['United Kingdom'],['male'],,['politician'],,Q16212017,scott barlow,4
1976,['United Kingdom'],['male'],,['jockey'],,Q28864252,paolo tasca,3
1976,['United Kingdom'],['male'],,"['association football player', 'association football manager']",,Q20029905,lawrence murphy,3
1976,['United Kingdom'],['male'],,['swimmer'],,Q16729426,matthew d. green,5
1976,['United Kingdom'],['male'],,['association football player'],,Q16238841,jeff currie,9
1976,['United Kingdom'],['male'],,['ice hockey player'],,Q15846402,brendon miller,3
1976,"[""People's Republic of China""]",['male'],,['Canadian football player'],,Q29514890,heath tarbert,13
1976,['United States of America'],['male'],,"['writer', 'lawyer', 'blogger', 'conspiracy theorist', 'journalist', 'filmmaker']",,Q18719510,jonathan g. a. johnson,34
1976,['United States of America'],['male'],,"['writer', 'novelist', 'businessperson', 'film producer', 'YouTuber', 'literary critic', 'podcaster', ""children's writer"", 'critic', 'journalist', 'editor', 'singer', 'video blogger', 'television producer']",,Q16734050,chamath palihapitiya,20
1976,['United States of America'],['male'],,['association football player'],,Q335552,jack dorsey,149
1976,['United States of America'],['male'],,['boxer'],,Q297240,ken anderson,15
1976,['Austria'],['male'],,['swimmer'],,Q6849298,mike wilson,31
1976,['New Zealand'],['male'],,"['engineer', 'race car driver']",,Q7339221,ro khanna,4
1977,['Canada'],['male'],,['association football player'],,Q56754483,david r. johnson,7
1977,['Germany'],['male'],,['basketball player'],,Q3018017,david gérard,21
1977,['United States of America'],['male'],,['military personnel'],,Q52714313,changpeng zhao,43
1977,['United States of America'],['male'],,['artist'],,Q1531687,torsten hoffmann,3
1977,['United States of America'],['male'],,"['singer-songwriter', 'singer']",,Q13028264,aleh tsyvinski,3
1977,['United States of America'],['male'],,"['engineer', 'programmer', 'computer scientist', 'blogger', 'businessperson']",,Q1926746,michael adams,24
1977,['Denmark'],['male'],,"['politician', 'businessperson']",,Q318204,floyd mayweather jr.,5
1977,['Australia'],['male'],,['baseball player'],,Q7341957,robert beadles,6
1977,['Portugal'],['male'],,['actor'],,Q506972,andrew ross sorkin,4
1977,['India'],['male'],,['Australian rules football player'],,Q6789123,matt newton,342
1977,['Colombia'],['male'],,['Australian rules football player'],,Q19877764,mike cernovich,5
1977,"['Mexico', 'Kenya']",['male'],,['magician'],,Q17403086,ben shaoul,9
1977,['United Kingdom'],['male'],,['business executive'],,Q21170481,jason cassidy,13
1977,['United Kingdom'],['male'],,['businessperson'],,Q15935,kanye west,7
1977,['United Kingdom'],['male'],,['cricketer'],,Q19666125,lorenzo fioramonti,3
1977,['United Kingdom'],['male'],,"['racing driver', 'racing automobile driver']",,Q6715078,mc pressure,3
1978,['United States of America'],['male'],,['politician'],,Q19560747,rick holland,6
1978,['United States of America'],['male'],,"['singer', 'television presenter', 'songwriter']",,Q1677927,jacques celliers,3
1978,['United States of America'],['male'],,['boxer'],,Q3337844,neil wilson,76
1978,['United States of America'],['female'],,['American football player'],,Q478161,matt hancock,3
1978,['United States of America'],['male'],,['politician'],,Q44068,dirk nowitzki,3
1978,['Sweden'],['male'],,['cricketer'],,Q53844583,didi taihuttu,15
1978,['Australia'],['male'],,['sport cyclist'],,Q27553880,mehrsa baradaran,5
1978,"['Israel', 'Russia']",['male'],,['painter'],,Q56547225,daniel ivandjiiski,4
1978,['Kosovo'],['male'],,['Australian rules football player'],,Q4979982,bryan bishop,11
1978,['United Kingdom'],['male'],,"['record producer', 'audio engineer', 'songwriter', 'composer']",,Q16217637,richard b. spencer,4
1978,['Germany'],['male'],,['association football player'],,Q41672229,erica stanford,4
1978,['England'],['male'],,['association football player'],,Q27924154,andrew barber,4
1978,['United States of America'],['male'],,['politician'],,Q2006039,abu ahmed al-kuwaiti,6
1979,['United States of America'],['male'],,['field hockey player'],,Q50300850,ben walsh,3
1979,['United States of America'],['male'],,['track cycling'],,Q4954285,brad stephens,7
1979,['United States of America'],['male'],,['sport cyclist'],,Q58009679,micree zhan,5
1979,['United States of America'],['male'],,['association football player'],,Q50822408,alex stamos,3
1979,['United States of America'],['male'],,['journalist'],,Q943475,robert huff,4
1979,['Australia'],['male'],,['taekwondo athlete'],,Q28924867,carl benjamin,21
1979,['Australia'],['male'],,"['podcaster', 'informant', 'radio personality', 'writer']",,Q5585813,gordon shedden,21
1979,['Australia'],['male'],,"['poker player', 'Magic: The Gathering player']",,Q16218495,tony gilham,27
1979,['Argentina'],['male'],,['American football player'],,Q19911155,sergey nazarov,3
1979,['India'],['male'],,['writer'],,Q3358991,owen cook,4
1979,['France'],['male'],,"['television presenter', 'mixed martial artist', 'taekwondo athlete']",,Q7932686,vinny lingham,84
1979,['United Kingdom'],['male'],,"['politician', 'economist']",,Q19600251,roger ver,197
1979,['Russia'],['male'],,['composer'],,Q28115498,nathaniel popper,51
1979,['Canada'],['male'],,"['association football player', 'association football manager']",,Q7436366,scott freeman,3
1979,['Norway'],['male'],,['journalist'],,Q17198127,eric rosswood,6
1979,"['Kingdom of the Netherlands', 'Canada']",['male'],,['rugby union player'],,Q16218893,john velis,3
1979,['United States of America'],['male'],,"['researcher', 'geologist']",,Q522680,oh no,20
1979,['United States of America'],['male'],,['rugby union player'],,Q350270,cata díaz,10
1980,['Australia'],['male'],,['rower'],,Q555552,gareth emery,7
1980,['Mexico'],['male'],,"['actor', 'violinist']",,Q4885680,ben freeman,3
1980,['United Kingdom'],['male'],,['baseball player'],,Q7194882,pinch,5
1980,['United Kingdom'],['male'],,['golfer'],,Q43379767,gavin wood,14
1980,['Canada'],['male'],,"['actor', 'musician', 'rapper', 'singer', 'songwriter', 'record producer']",,Q6989357,neil stevenson-moore,3
1980,['Hungary'],['male'],,['association football player'],,Q1351095,eric benz,6
1980,['United States of America'],['female'],,"['association football player', 'association football manager']",,Q1001178,ádám ficsor,6
1980,['United States of America'],['female'],,"['boxer', 'rugby league player']",,Q16199296,dan bilzerian,6
1980,['United States of America'],['male'],,['association football player'],,Q306885,abby johnson,5
1980,['United States of America'],['male'],,['composer'],,Q2925904,brock pierce,21
1980,['Australia'],['male'],,['racing automobile driver'],,Q4574029,adam bergman,25
1980,['Afghanistan'],['male'],,['association football player'],,Q16202391,matthew canavan,3
1980,"['United Kingdom', 'Wales']",['male'],,['ice hockey player'],,Q4758192,andrew packer,4
1981,['United States of America'],['male'],,"['guitarist', 'singer']",,Q5825983,mat jackson,10
1981,['United States of America'],['male'],,"['association football player', 'association football manager']",,Q14915222,rob austin,17
1981,['Australia'],['male'],,['baseball player'],,Q104627,karsten nohl,3
1981,['Australia'],['male'],,['journalist'],,Q47899,paris hilton,4
1981,['Colombia'],['male'],,['rugby union player'],,Q22007397,austin petersen,15
1981,['Egypt'],['male'],,['researcher'],,Q3066455,cameron winklevoss,90
1981,['Taiwan'],['male'],,['American football player'],,Q3066193,tyler winklevoss,99
1981,['United Kingdom'],['male'],,['painter'],,Q18519749,jon watts,4
1981,['United Kingdom'],['male'],,['association football player'],,Q13628723,jared kushner,4
1981,"[""People's Republic of China""]",['male'],,['athletics competitor'],,Q6702131,luke martin,31
1981,['Canada'],['male'],,['basketball coach'],,Q24954291,usman majeed,3
1982,['United States of America'],['male'],,['journalist'],,Q6288868,josh fraser,3
1982,['United States of America'],['male'],,['baseball player'],,Q1367920,stephen jelley,4
1982,['United States of America'],['male'],,['baseball player'],,Q968945,colin turkington,28
1982,['United Kingdom'],['male'],,['journalist'],,Q923459,alan gow,56
1982,['United Kingdom'],['male'],,['basketball player'],,Q1990761,nikolai nikiforov,5
1982,['United Kingdom'],['male'],,['basketball player'],,Q5626203,maxim oreshkin,41
1982,['United Kingdom'],['female'],,"['engineer', 'computer scientist']",,Q3807444,jason wu,3
1982,"[""People's Republic of China""]",['male'],,['handball player'],,Q3522791,bryan engelhardt,4
1982,['Canada'],['male'],,['politician'],,Q27986907,sarah sanders,11
1982,['United States of America'],['male'],,['cricketer'],,Q4885991,ben ketai,4
1982,['United States of America'],['male'],,['rapper'],,Q6788966,matt levine,5
1982,['Finland'],['male'],,['rugby union player'],,Q6245065,john lloyd taylor,5
1982,['The Bahamas'],['male'],,"['musician', 'keyboardist', 'guitarist']",,Q699264,ryan moseley,3
1982,['Canada'],['male'],,['swimmer'],,Q6056028,pablo gonzález,81
1982,['Canada'],['male'],,['ice hockey player'],,Q162202,nicki minaj,52
1983,['Ireland'],['male'],,['association football player'],,Q22096300,jessica lessin,3
1983,['United States of America'],['male'],,['baseball player'],,Q54851463,michael chobanian,4
1983,['United States of America'],['male'],,['mixed martial artist'],,Q24335384,sean neville,10
1983,['United Kingdom'],['female'],,"['association football player', 'association football manager']",,Q7384624,ryan watkins,4
1983,"[""People's Republic of China""]",['male'],,['entrepreneur'],,Q3109792,j. p. howell,3
1983,['United States of America'],['male'],,"['rugby league player', 'rugby union player']",,Q6396505,kevin hobbs,5
1983,['United States of America'],['male'],,['motorcycle racer'],,Q13424289,edward snowden,171
1983,['Hong Kong'],['female'],,['association football player'],,Q7614969,steven lee,13
1983,['Philippines'],['male'],,['association football player'],,Q4721504,alexis ohanian,14
1983,['United Kingdom'],['male'],,['singer'],,Q6776585,martin shkreli,7
1983,"[""People's Republic of China""]",['male'],,['journalist'],,Q45005820,nick dametto,3
1983,['Scotland'],['female'],,"['community organizer', 'politician']",,Q935831,germán montoya,3
1984,['United States of America'],['male'],,['rugby union player'],,Q42749700,andrew anglin,3
1984,['Canada'],['male'],,"['actor', 'film actor']",,Q50505362,nikolay storonsky,4
1984,['Belarus'],['male'],,['jockey'],,Q149067,pavel durov,4
